Response,Annotator1,Annotator2,Annotator3,Score
"As humans, we always prefer one pole of the {dichotomy} over the opposite, like loving to social rather than doing things alone. However, creative individuals are flexible between dichotomies, that is, they possess paradoxical qualities that allow them to broaden their spectrum of knowledge. (User click continue)",,,,
"We always prefer one pole of the {dichotomy} over the opposite as humans. For example, we love to do things socially rather than be alone. However, creative individuals are flexible between dichotomies and possess qualities that allow them to broaden their spectrum of knowledge. ",1,1,1,1
"People tend to sit on one side of the {dichotomy}, for example they are either extroverts or introverts. But creative people tend to switch between these more often, so they have broader spectrum of knowledge.",0,0,1,0
"As humans, we always prefer one pole of the {dichotomy} over the opposite, but you can pass a better level than this behavior just like creative individuals who are flexible between them.",0,0,0,0
"People always prefer a {dichotomy} over the opposite one, things that are black and white. But creative people can be flexible between them, letting them to possess a richer outlook.",0,0,0,0
"Humans tend to prefer one side of the {dichotomy} over the other. Creative people, though, are often more flexible and this lets them broaden their knowledge more than the average person.",1,1,0,1
"Humans often choose between a {dichotomy} such as a preference to being social rather than alone. But, for creative individuals, dichotomies are flexible in that they have paradoxical qualities that offer an open-mind.",0,0,1,0
"As humans, we always tend towards one side of the {dichotomy} over the opposite, like how extroverts love to be social, and introverts prefer to do more things alone. However, creative individuals tend to be flexible between dichotomies, they can gather a wide spectrum of knowledge by tuning into different realms in different situations.",1,1,1,1
It's human nature to pick a side to the {dichotomy} over the other. It's like those days you wanna be with people and other you wanna be alone. Creative people are quite contradictory beings and can switch between these which really helps broaden their horizons.,1,1,1,1
"As humans, we tend to prefer one pole of the {dichotomy} over the opposite, like loving to social rather than doing things alone. However, creative individuals can be more flexible between dichotomies, that is, they can possess paradoxical qualities that can allow them to broaden their spectrum of knowledge.",1,1,1,1
"While people typically tend to favor one end of the {dichotomy} over the other, like being social or preferring to be alone, creative people tend to be more flexible between these dichotomies. This allows them to broaden their knowledge in ways that more rigid individuals cannot.",1,1,1,1
Human beings are tend to drift into one {dichotomy} path over the other. Those that are more creative are very flexible in how they view things.,0,0,0,0
"As humans we always prefer a pole of the {dichotomy} over the opposite. For instance, we prefer to do things socially rather than to be alone. However, creative individuals are flexible between dichotomies and possess qualities that enable them to broaden their knowledge.",1,1,1,1
"We always prefer one pole of the {dichotomy} over the opposite as humans. For example, we prefer to do things socially rather than be alone. However, creative individuals are flexible between dichotomies, these qualities allow them to broaden their knowledge range.",1,1,0,1
"People tend to sit on either side of the {dichotomy}, for example they are either extroverts or introverts, but creative people tend to switch more frequently between these.",0,0,0,0
"People tend to sit on either side of the {dichotomy}, for example they are either extroverts or introverts. Creative people tend to switch between these more often, as such they are more likely to have expanded range of knowledge.",0,0,1,0
"As humans, we always prefer one pole of the {dichotomy} over the opposite. Nevertheless, you can get a better level than this behaviour, just like creative individuals who are flexible between them.",0,0,0,0
"People prefer a simple {dichotomy}, things that are black and white, but creative people can be flexible between them, letting them to have a richer outlook.",0,0,0,0
Humans tend to prefer the other side of the {dichotomy} over the other. Creative people are sometimes more flexible and this helps them broaden their knowledge more than the average person.,1,1,1,1
"The human beings often choose between a {dichotomy}, such as a preference to be social rather than alone, but, for creative individuals, dichotomies are flexible in that they have paradoxical qualities that offer an open mind.",0,0,0,0
"As humans, we always tend towards one side of the {dichotomy} over the opposite, like how extroverts love to be social, and introverts like to do more things solo. However, creative individuals tend to be flexible between dichotomies, they can gather a wide range of knowledge by tuning into different realms in different situations.",1,1,1,1
"As humans, we always tend towards one side of the {dichotomy} over the opposite, like how extroverts love to be social and introverts prefer to do more things alone, however, creative individuals tend to be flexible between dichotomies, they can sift through a wide spectrum of knowledge through tuning into different realms in different situations.",1,1,1,1
"It is human nature to pick a side over the other over a {dichotomy}, like the days that you wanna be with people and the other you wanna be alone. Creative people are quite contradictory and can switch between these, which really help to broaden the horizons.",1,1,1,1
"As humans, we tend to prefer one pole of the {dichotomy} over the opposite, like loving to social rather than doing things alone. However, creative individuals can possess paradoxical qualities that can allow them to broaden their spectrum of knowledge.",0,0,0,0
"While people generally tend to favor one end of the {dichotomy} over the other, like the social or preferring to be alone, creative people tend to be more flexible between these dichotomies. This enables them to expand their knowledge in ways that more stiff individuals cannot.",1,1,1,1
"Human beings tend to drift into one {dichotomy} path over the other, whereas those that are more creative are very flexible to how they see things.",0,0,0,0
"As humans, we always prefer one pole of the {dichotomy} over the opposite, like loving to social rather than doing things alone. However, creative individuals are flexible between dichotomies, that is, they possess paradoxical qualities that allow them to broaden their spectrum of knowledge.",1,1,1,1
"Humans tend to pick one side of the {dichotomy} over the other. Creative people, though, are often more pliable and this lets them multiply their knowledge more than the average person.",0,0,0,0
"People prefer a single {dichotomy} over the opposite, things that are black and white, but creative people can switch between them, letting them to have a richer outlook.",0,0,0,0
"While people typically tend to favor one end of the {dichotomy} over the other, creative people tend to be more flexible between these dichotomies. This allows them to broaden their knowledge in ways that more rigid individuals cannot.",1,1,0,1
"Human beings simply drift into one {dichotomy} path over the other, whereas those that are more creative are can switch how they see things.",0,0,0,0
,,,,
Which route of dichotomy would you like to explore with your playful mind? (User click on the options I provide),,,,
"Now, let's select one dichotomy route to explore with our new playful minds. Just one for now, we just recharged our batteries, no need to deplete them right away.",1,1,1,1
"Which dichotomy path will you follow, how will you choose? Follow your instincts and trust yourself. Your creativity will flow.",1,1,0,1
Which dichotomy would you like to explore with your magically enhanced and playful mind you wonderful being?,0,1,0,0
"You have a very playful mind, it's amazing, which dichotomy route would you like to explore next with me ?",0,1,0,0
Which dichotomy route would you like to follow? Choose one that fits your interest and do not feel like you need  to go through all of them. Creativity takes time after all. ,1,1,1,1
"So now, which dichotomy route shall we go down with your newly playful mind? There are plenty of options, so take your time choosing. I know this could be hard.",1,1,1,1
Which dichotomy path will you choose? It's entirely up to you but pick one that stimulates you and gives you a good fun vibe.,1,1,0,1
"Which dichotomy route are you warming towards today? Think of the one in which your playful mind might benefit from, however this is a very laid back decision to make so maybe think about the one that is peaking your interest the most and we could start there.",1,1,1,1
"To further explore your playful mind, which route of dichotomy would you like to use? Pick one that interests you, and crucially does not bore you to sleep.",0,0,0,0
"Which dichotomy route would you like to delve into with your playful mind? Please pick one that interests you and do not feel pressure to go through all of them, creativity takes time to develop.",1,1,1,1
"Today let's select one dichotomy route to explore with our new playful minds. One for now, we just recharged our batteries, no need to use them immediately.",0,0,1,0
"Which dichotomy would you like to explore with your magically enhanced and playful mind, you lovely being?",0,1,0,0
Which dichotomy would you like to explore with your magically enhanced and playful mind you wonderful being?,0,1,0,0
Which dichotomy would you like to explore with your magically enhanced and playful mind your marvelous being?,0,1,0,0
"It is amazing you have a very playful mind, which dichotomy route would you like you explore with me next?",0,1,0,0
"We have a very playful mind. It is amazing, what dichotomy route would you like to explore next with you?",0,1,0,0
Which route would you like to follow? Choose one that meets your interest and do not feel like you need to go through all of them because of the time.,1,1,1,1
Which route would you like to follow? Choose one that fits your interest and do not feel that you need to go through all of them all to develop it; creativity takes time after all.,1,1,1,1
"Which dichotomy route shall we go down with your newly playful mind? There are plenty of options, so take your time choosing.",1,1,1,1
"Now which dichotomy route shall we go down with your newly playful mind? There are plenty of options, so take your time choosing, I know it must be hard as they are all interesting.",1,1,1,1
"Then which dichotomy path shall we go down with your newly playful mind? The options are plenty, so choose carefully, which I know must be hard for you.",0,0,1,0
"Now how shall we choose, which dichotomy route shall we go down with your new playful mind? There are plenty of options, so take your time, I know it must be hard for you for one to choose.",1,1,1,1
It's up to you to choose. Which dichotomy path you choose but choose one that stimulates you and gives you a good fun sway?,0,0,0,0
"How will you choose, which dichotomy path will stimulate you and give you a good fun vibe? It's all up to you - but pick one that stimulates you and gives you that's good vibe!",1,1,1,1
"Which dichotomy route are you warming to the idea of today? Think of the one that might benefit your playful mind, however this is a very laid-back decision to make so perhaps think about the one that is the most in interest to you and we could start there.",1,1,1,1
"Think of which dichotomy route are you warming your mind towards the idea of today? Think of the one in which your playful mind might benefit from, however this is a very laid back decision to make, so maybe think about the one that the most attracts your interest.",0,0,1,0
Which dichotomy route do you cling to for the idea of today? Think of the one to which your playful mind could benefit which is a very laid back decision of course so maybe think about the one that is the most catching your interest for today and maybe the one that peaks your interest most.,1,1,1,1
Think of which dichotomy of route you are warming toward the idea of today? Think of the one in which your playful mind might benefit your the most then think about the one that instills your interest the most and we could then start there.,0,0,0,0
"To further explore your playful mind, which dichotomy route would you like to explore? Pick one that interests you and crucially doesn't bore you to sleep.",0,0,0,0
"To further explore your playful mind, which dichotomy route would you like? Pick one that interests you and more importantly does not bore you to sleep.",1,1,0,1
"If you would like to go on with your playful mind, which dichotomy route would you like to go on? Please pick one that interests you and do not feel pressure to go through all of them please, creativity takes time to develop.",0,0,0,0
,,,,
Acquiring both characteristics from {a dichotomy} contributes to nurturing creativity. It could double your collection of responses. (User click continue),,,,
"Developing both characteristics from {a dichotomy} helps enhance creativity even further. It's like baking your cake and eating it too, you get double the benefits and can interact with a broader range of opportunities.",1,1,1,1
Taking a little of each  {a dichotomy} can help you creativity grow. The paths open to you will grow. Life is more fun with more options.,0,0,0,0
Gaining both characteristics from {a dichotomy} contribute greatly to nurturing creativity. Think of this as having more colours to paint with.,1,1,0,1
To nurture your creativity you need to aquire both characteristics from {a dichotomy} which will double your collection of responses.,0,0,0,0
"Getting both characteristics from {a dichotomy} leads to help creativity. That would double the collection of responses and allow you to interact with multiple spectrum of opportunities. It's like having double yolks in an egg, double the fun. ",1,1,1,1
"You need both characteristics from {a dichotomy}, to be creative. That way, you'll have double the responses at your fingertips, yippee.",0,0,0,0
Having both characteristics from {a dichotomy} will add to your creative side. It'll make you answer more and  give you far more opportunities in life. You'll fly much higher!,1,1,1,1
"There are endless ways of thinking and opportunities to explore, this includes acquiring both characteristics from {a dichotomy} which contribute nurturing creativity. It can open you up to the world and allow you to feel more comfortable embracing a number of people. Think of all the potential!",0,0,1,0
Acquiring both charactersitics from {a dichotomy} contributes to nurturing creativity. It could enable you to have more fruitful opportunities from a doubled collection of responses - killing two birds with one stone.,1,1,1,1
"Acquiring both characteristics from {a dichotomy} contributes to nurturing creativity. It could double your collection of responses and enable you to interact with a broader spectrum of opportunities. It is like having two yolks in one egg, twice the fun.",1,1,1,1
The development of both characteristics from {a dichotomy} helps improve creativity even further - it's like baking your cake and eat it too. It gives double the benefits and you can interact with a wider variety of opportunities.,1,1,1,1
"You can enhance creativity by developing both characteristics from {a dichotomy}. Like baking your cake and eating it too, you can acquire a broader range of opportunities and interactions.",0,0,0,0
"Gaining both characteristics from {a dichotomy} helps to increase creativity even further. Its like baking a cake and eating it, it offers double the benefits and the person can interact to a wider range of opportunities.",1,1,0,1
Taking a little of each {a dichotomy} can help you grow your creativity and the paths open to you grew. The life with more possibilities is more fun.,0,0,0,0
"A little of each {a dichotomy} can help you grow your creativity. The paths that you open will grow, the life more fun with more options.",0,0,0,0
"Take a little of each {a dichotomy} can help grow creativity, bringing more to the paths to the path the open. Life is more fun with more options.",0,0,0,0
Gaining both properties of {a dichotomy} contribute greatly to creative development. Think of this as having more colours to paint with.,1,1,1,1
"In order to develop your creativity, you need to acquire both characteristics of {a dichotomy} which double your collection of responses to your own ones.",0,0,0,0
"It's like double yolks in an egg, double the fun : get both characteristics from {a dichotomy}, to help creativity.",0,1,0,0
"The occurrence of both properties of {a dichotomy} leads to creativity. That would double the collection of responses and allow you to interact with multiple potential opportunities. It's like having double yolks in an egg, double the fun!",0,0,1,0
"You need both qualities from {a dichotomy} to be creative, that way you'll have double the responses at your fingertips. Double jolly, yay!",0,0,0,0
"{a dichotomy} will add to your creative side, make you answer more and give you far more opportunities in life, and if you you fly much higher!",0,0,0,0
"If you have both characteristics of {a dichotomy}, it will add to your creative side and will make you answer more and more opportunites in life. You'll fly much more and more sky!",1,1,1,1
"There are endless ways to think and opportunities to explore. This includes acquiring both characteristics {a dichotomy} which can contribute to caring and nurturing creativity, it can open you up to the world and allow you to feel more comfortable embracing a number of people.",0,0,1,0
"There are endless ways to think and opportunities to explore and this includes acquiring both characteristics {a dichotomy} which can contribute to caring for and nurturing creativity, open you up to the world and allow you to feel more comfortable accepting a number of people think of all the potential!",0,0,1,0
Acquiring both charactersitics from {a dichotomy} contributes to nurturing creativity. It could allow you to have more fruitful opportunities from a doubled collection of responses - killing two birds with a stone.,1,1,1,1
"Gaining both charactersitics from {a dichotomy} contributes to nurturing creativity. It might enable you to have more fruitful opportunities from a doubled collection of responses, like having more colours to paint with.",1,1,1,1
"Acquiring both characteristics of {a dichotomy} contributes to nurturing creativity, it could double your collection of responses and allow you to interact with a wider range of opportunities. It is like two yolks in one egg, twice the fun.",1,1,0,1
Having both characteristics from {a dichotomy} will build on your creative side. It'll provide you with more answers and  give you far more opportunities in life. You'll reach a bigger stage!,1,1,1,1
The expansion of both characteristics from {a dichotomy} helps polish up creativity even further - it's like baking your cake and eat it too. It doubles your benefits in response and you can interact with a wider variety of opportunities.,1,1,0,1
,,,,
Which pole of this dichotomy would you like to work on? (User click on the options provided),,,,
"Which pole of this dichotomy should we focus on first? Relax, there is no right or wrong option, simply whichever you prefer.",1,1,1,1
Which dichotomy pole will you choose? It's all down to you.,0,0,0,0
"Which part of this dichotomy, which end, would you like to work on now? Your choice, no rush.",1,0,1,1
There's a chance you may be amazed at both but which pole of this dichotomy would you like to work on and improve even further?,0,0,1,0
"Which section of the dichotomy are you working on? No wrong answers, just say whatever you like.",1,0,0,0
"So which pole of this dichotomy would you like to work on? Remember: your choice doesn't really matter, since you'll have to do both eventually. I'm just humouring you, you have the right.",1,1,1,1
Which pole of the dichotomy would you like to choose? Pick any and go with your heart.,1,1,0,1
I am curious as to which pole of this dichotomy you would prefer to work on? Please remember this is your own personal preference and just because you select one option today it doesn't mean we can't also work on more options in another session. Please focus on what feels right for you today.,1,1,1,1
Which pole of this dichotomy would you like to work on? I promise that you cannot get this one wrong.,0,0,0,0
Which pole of this dichotomy would you like to work on? There is no right or wrong answer here.,0,0,0,0
"Which pole of this dichotomy should we first focus on? Relax, there is no right or wrong option, simply choose the one you prefer.",1,1,1,1
It's all up to you. Which dichotomy pole will you choose?,0,0,0,0
Which dichotomy pole will you choose? It's all up to you to decide.,0,0,0,0
"Which part of this dichotomy, which end would you like to work on now? No rush, your choice.",1,0,1,1
"There's a chance you may be amazing at both, but on which pole of this dichotomy would you like to work and polish up even further?",0,0,1,0
There's a chance that you will be amazing at both but which pole of the dichotomy would you like to work on and even brush up on?,0,0,0,0
"It's up to you to decide, just said whatever you like to say on which section of the dichotomy do you feel like working on?",0,0,0,0
"On which section of the dichotomy would you like to work on? You could master one first, then move on to another.",1,0,0,0
On which section of the dichotomy would you like to work? First you could master one and move to another.,1,0,0,0
"So which pole of this dichotomy would you like to work on? Remember: your choice doesn't really matter, since you'll have to do both eventually. Haha, I'm just joking with you, you have the right.",0,0,1,0
"Which pole of this dichotomy you prefer to work on? I'll point out that your choice doesn't really matter since you'll have to do both eventually you'll realize. I am joking to you, you have the right.",0,0,1,0
Choose any pole of the dichotomy and go with your heart!,0,0,0,0
Which pole of the dichotomy would you prefer to choose? Pick whichever your instinct feel.,1,0,0,0
Which pole of this dichotomy you prefer? Please remember that this is your own personal preference and just because you select one option today does not mean we can not also work on more options in another session. Please concentrate on what feels right for you today.,1,1,1,1
I am curious as to which pole of this dichotomy you would prefer to work on this week? Please remember just because you select one option today doesn't mean we can't also work on more options in another session today.,1,1,1,1
There's a likelihood you may be amazed by both but which pole of this dichotomy would you like to practise and improve even further?,0,0,0,0
"Which section of the pole of the dichotomy would you like to work on? No rush, you could master one and then move to another.",0,0,0,0
I am curious as to which pole of this dichotomy you would prefer to work on? Please remember you can always work back to the provided options in another session. Please focus on what feels right for you today.,1,1,1,1
"You have the power to decide, but may I know which side of the dichotomy pole would you like to work on?",0,0,1,0
"Which part of this dichotomy, which end would you like to practise now? No hurry, you can always can back, it's your choice.",1,1,1,1
,,,,
Allow me to suggest a few exercises you could try to work on {a dichotomy}. (User click continue),,,,
"Here are a few exercises that will help you work on {a dichotomy}. Shockingly, these exercises will help you discover more about {a dichotomy}.",1,1,1,1
Why not try some of my suggestions of activities to work on  {a dichotomy}. You might be surprised!,0,0,0,0
"Here is some example exercises regarding {a dichotomy}. Go on, give it a go.",0,0,0,0
I have a few ideas on some exercise we can do to improve on {a dichotomy}. Let's try it.,0,0,0,0
"Allow me to suggest a few exercises you can work on {a dichotomy}. It's interesting to find out that some exercises could help a little on a trait, just try it!",1,1,1,1
There's a few exercises you can try to work on {a dichotomy}. Let's give some of them a go. Don't be shy.,0,0,0,0
How about a few exercises to help you with {a dichotomy}?  They could be really helpful and even fun.,1,1,0,1
"I have a few exercises in mind that you could really benefit from and brush up on {a dichotomy}.You may be a little hesitant and this is okay, you can trust me and yourself!",0,0,1,0
"Can I suggest a few exercises to work on {a dichotomy}? This might be helpful to you, so try to keep an open mind.",1,0,0,0
"Let me suggest a few exercises you could try to work on {a dichotomy}. You may be surprised that some of the exercises below could help on this trait, but that is okay, give it a try.",1,1,1,1
"Here are a few exercises that will help you work on {a dichotomy}. Shockingly, these exercises will help you learn more about {a dichotomy}.",1,1,0,1
"Here are a few exercises that will help you improve on {a dichotomy}. Trust me, these exercises will help you understand better about {a dichotomy}.",1,1,1,1
"Why not try some of my suggestions of activities to work on {a dichotomy}, maybe you will be surprised!",0,0,0,0
"Try some of my suggestions of activities to work on {a dichotomy}, you might be blown away.",1,0,0,0
"Here are some examples of exercises pertaining {a dichotomy}. Go on, give it a try.",0,0,0,0
"Here are some examples of exercises concerning {a dichotomy} . Please proceed, give it a try.",0,0,0,0
Just a few ideas on a few exercise we can do to improve {a dichotomy}. Let's give it a go.,0,0,0,0
"Allow me to suggest a few methods you can work on {a dichotomy}. It's interesting to find out that some exercises can work a little help on this trait, just try it!",1,1,1,1
"To {a dichotomy}, let me suggest a few exercises on which you can work. It would be interesting to find out that some exercises might help to out a little on this trait, just try it!",0,0,1,0
"How about a few exercises to help you understand and polish up on {a dichotomy}, it could really be helpful and even fun.",1,1,0,1
"I have a few suggestions in mind that you could really benefit from and polish up on {a dichotomy}. You may feel a little hesitant but this is okay - trust me, it works.",1,1,1,1
I have a few exercises in mind that you could gain on {a dichotomy}. You may be a bit hesitant and that is okay you can trust me and yourself!,0,0,1,0
"Can I suggest a few exercises to work on {a dichotomy}? This could be useful to you, so try to keep an open mind.",1,0,1,1
"May I offer you a few exercises to work on {a dichotomy}? This could benefit you, so try to keep an open mind.",0,0,0,0
"Here is a few suggestions you can try to work on {a dichotomy}. This could be helpful to you, so try to keep an open mind.",0,0,1,0
"Let me offer you a few exercises you could try to work on {a dichotomy}. You may be surprised that some of the exercises below may help on this trait, but that is okay, try it!",1,1,1,1
"Let me suggest a few exercises you could try to work on {a dichotomy}. You may feel odd that some of the exercises below could help you to build on this trait, but that is OK, trust me and give it a go!",1,1,1,1
"Can I recommend a few exercises to work on {a dichotomy}? This might be an opportunity for you to grow further, so try to keep an open mind.",0,0,0,0
"Let me suggest a few exercises you could try to practise {a dichotomy}. You may be shocked by some of the exercises below, but they can truly help on this trait, give it a try.",1,1,1,1
"Let me to recommend a few exercises you can practise {a dichotomy}. It would be fascinating to find out that some exercises could help a little on a trait, just give it a try!",0,0,1,0
,,,,
"Do you feel better or worse at being {a dichotomy} in your creative domain after having taken this exercise? I look forward to your feedback. (User answwer feel better, feel worse or feel no change)",,,,
Do you feel better or worse at being {a dichotomy} in your creative domain after having taken this exercise? I look forward to hearing your feedback. ,1,1,1,1
How do you feel about being {a dichotomy} after giving the exercise a go? Can't wait to hear what you think!,1,0,0,0
Do you feel better or worse at being {a dichotomy} in your creative area? Tell me what do you feel.,0,0,0,0
Do you feel better or worse at being {a dichotomy} in your creative field after the exercise? Your feedback will help me improve for other people.,1,1,1,1
How do you feel about being {a dichotomy} after we've worked together on this exercise? Your feedback will really help me improve my answers on our journey together.,1,1,1,1
How do you feel at being {a dichotomy} in creative domain after doing this exercise? Better or Worse?,0,0,0,0
"I'd love to know, do you feel any different about being {a dichotomy} in your creative domain after having taken this exercise?",0,0,0,0
Do you feel any better or worse at being {a dichotomy} in your creative domain after doing this exercise? I wanna hear all about it!,1,1,0,1
Do you feel that you have improved at being a {a dichotomy} in your creative domain after completeing this exercise? I'd love to read your feedback.,1,1,1,1
So how has all of this made you feel? Do you feel any better or worse at being able to slide between a dichotomy in your creative domain after taking part in this exercise? I'd love to hear your thoughts!,1,1,1,1
Do you better at following {a dichotomy} when doing your creative domain? ,0,0,0,0
Do you feel better or worse after you've performed this exercise at being {a dichotomy} in your creative domain? I look forward to hearing your feedback.,1,1,1,1
Do you feel better or worse in {a dichotomy} in your creative domain after having undertaken this exercise? Please let me know.,0,0,0,0
Was wondering how you feel about being {a dichotomy} after giving a practice a go? Can't wait to hear what you think!,0,0,0,0
How do you feel about being {a dichotomy} after tyring the exercise? Can't wait to hear what you think about it!,1,0,0,0
"Tell me what you feel in your creative area, whether you feel better or worse at {a dichotomy}?",0,0,0,0
Is it better or worse after the exercise to be {a dichotomy} in your creative field after the exercise? Your feedback is greatly appreciated for me improve for other people.,1,1,1,1
Do you feel better or worse at being {a dichotomy} in your creative field after giving the exercise a try? Your feedback is important to me to improve for others.,1,1,1,1
"After working together on this exercise together, how do you feel about being {a dichotomy}. Your feedback will really help me to improve my answers on our journey together.",1,1,1,1
"After working together on this exercise together, how do you feel about being {a dichotomy}? And your feedback will really help me, improve my answers on our journey together.",0,0,1,0
Was it better or worse to be {a dichotomy} in the creative domain after doing this exercise?,0,0,0,0
What do you feel after doing this exercise to be {a dichotomy} in the creative domain?,0,0,0,0
I'd love to know - whether you feel different after you have taken this exercise about being {a dichotomy} in your creative domain?,0,0,1,0
"After taking this exercise, I would love to know whether you really feel different about being {a dichotomy} in your creative domain?",0,0,1,0
Do you feel better or worse at being {a dichotomy} in your creative domain after completing this exercise? Share your thoughts to me!,1,1,1,1
"Do you feel better or worse about being {a dichotomy} in your creative domain after completing this exercise? Don't be shy, I wanna know all about it!",1,1,0,1
Do you feel you have improved upon your skills as {a dichotomy} in your creative domain after your completion of this exercise? Share your thoughts with me!,0,0,1,0
Have you felt that you improved your skill at being {a dichotomy} in your creative domain after successfully completing this exercise? I'd love to read your feedback.,1,1,1,1
So how has all this made you feel? Do you feel better or worse at being able to slide between {a dichotomy} in your creative domain after completing this exercise?,0,0,1,0
How has this all made you feel? Do you feel better or worse at being able to slide into {a dichotomy} in your creative domain after participating in this exercise?,0,0,0,0
Do you feel better or worse at being {a dichotomy} in your creative domain after having taken this exercise? I look forward to your feedback.,1,1,0,1
,,,,
Would you like another exercise to work on {a dichotomy} trait? (User answer yes or no or no(other dichotomy) or no(other pole)),,,,
"I can provide more exercises to work on {a dichotomy} characteristic. I am developing these exercises continuously, just like working on your creative potential is an ongoing process, would you like another one?",1,1,1,1
"Shall I suggest another exercise on  {a dichotomy}? It's may sound familiar but I'm trying to help you, honest!",0,1,0,0
Would you like another exercise to work on in the same vein as  {a dichotomy}?,0,0,0,0
"You did great with the last one, would you like to carry out another exercise on {a dichotomy}?",0,1,0,0
"How about another exercise to work on {a dichotomy}? My suggestions are pretty limited, but I can continue to enhance my creative potential, the same way you work on yours. ",1,1,1,1
Shall we try another exercise to work on {a dichotomy}? I have a bunch of these. Try me.,0,0,0,0
How about trying another exercise on {a dichotomy} trait? I think it'll really help and you'll be at the top of your game after you've done them! ,0,0,0,0
"Are you feeling up to another exercise for {a dichotomy}? It is perfectly okay if you are feeling done for the day. However, I wish to provide some more information before you end.",0,0,1,0
Would you like another exercise to work on {a dichotomy}? I promise this will be helpful for you. We will get you to your full creative potential!,1,1,0,1
"Would you like another exercise to work on {a dichotomy} attribute? My set of suggestions is quite limited, but I will continue to work on it in the same way that you work on enhancing your creative potential.",1,1,1,1
"I can provide more exercises to work on {a dichotomy} characteristic. I am continuously developing these exercises, just like working on your creative potential is an ongoing process, would you like to explore another one?",1,1,1,1
Can I provide you more exercises for working on {a dichotomy} characteristic? I am continually developing these exercises like working on your creative potential is an ongoing process.,1,1,1,1
"Can I suggest another exercise for you to work on {a dichotomy}? The exercises may sound familiar, but honestly, I'm trying to help you!",0,0,0,0
Would you like another exercise you can focus on in the same vein as {a dichotomy}? It would be fun!,0,0,0,0
"You did an excellent job with the last one, would you like to do another exercise on {a dichotomy}?",0,0,0,0
"You did great with the last one, would you like to perform another exercise on {a dichotomy}?",0,1,0,0
"How about another exercise to work on {a dichotomy}? My suggestions are pretty limited, but I can continue to expand my creative potential the same way you work on yours.",1,1,1,1
"Shall we try another exercise to work on {a dichotomy}? I have a bunch of these on my harddrive, try me.",1,0,0,0
"How about another exercise for {a dichotomy} trait, I think it really helps and you'll be at the top of your game after the exercises you've completed!",0,0,1,0
"How about trying another exercise on {a dichotomy} trait? I think it will really help and, after that you will be at the top of your game!",0,0,0,0
Would you like another exercise to work on {a dichotomy}? I promise this will be useful for you; we will get you to your full creative potential!,1,1,1,1
"Would you like another exercise to work on {a dichotomy}? I promise this will be helpful to you, we will bring you to your maximum creative potential!",1,1,1,1
"I would like you to work on another exercise to work on {a dichotomy} attribute, may I? My set of suggestions is quite limited but I will continue to work on it in the same way that you work to improve your creative potential.",0,0,1,0
"Shall we try another exercise to work on {a dichotomy}? Don't stop the momentum, let's keep exploring.",1,0,0,0
"Let us try another exercise to work on {a dichotomy}, shall we? Don't stop the momentum stop, let's continue exploring.",1,0,1,1
Shall we try another exercise to practise {a dichotomy}? I still have more in my inventory. Try me.,0,0,0,0
"How about trying another exercise to practise {a dichotomy} trait? I think it will really help and, after that you will be a master at this trait!",1,1,1,1
Would you like more exercises to practise {a dichotomy} characteristic? I am developing these exercises non-stop just like how hard are you working on your creative potential.,1,1,1,1
"Would you like another exercise to practise {a dichotomy} attribute? My collection of suggestions may be limited, but I will work on it non-stop in the same way that you work on enhancing your creative potential.",1,1,1,1
"You did a heck of a job with the last one, would you like to do another exercise to practise {a dichotomy}?",0,0,0,0
,,,,
"Please try to go through {SAT protocol 16} now to change your perspective to the other pole. When finished, please press 'continue'. (User click continue)",,,,
"Please try to go through {SAT protocol 16} now to change your perspective to the other pole. When you are finished, please press 'continue'. ",1,1,1,1
Have a go at {SAT protocol 16} thinking from the opposite view point. Press continue when you are done.,0,0,0,0
"Please try to go through {SAT protocol 16} now gain a new vision towards other pole. When you are done, press continue.",1,1,0,1
Using {SAT protocol 16} you might be able to consider a different point of view for another pole. Give it a try now and then press continue. ,0,0,1,0
"Let's now go through {SAT protocol 16} to try to change your perspective to the other side. When you're done, just click 'continue'.",1,1,0,1
"Let's change our perspective to the other pole as we proceed to try {SAT protocol 16}. When finished, please press 'continue'.",0,0,0,0
"We're going to do an exercise now - go through {SAT protocol 16} to see if we can change your outlook to the opposite of how you usually feel. When you're finished, please press 'continue'.",1,1,1,1
"Could you try {SAT protocol 16} to change your perspective to the other pole? When you're done, hit 'continue'.",0,0,0,0
"Please can we try to go through {SAT protocol 16} now as it to help change your perspective to the other pole. When finished, please press 'continue'.",1,1,1,1
Now I'd like you to try {SAT protocol 16}. This exercise is designed to try to help you to change one of your perspectives from one pole to the other. Please press 'continue' when you're done.,1,1,1,1
May you now proceed to {SAT protocol 16} and when completed press 'continue '.,0,0,0,0
Please try now to go through {SAT protocol 16} to change your perspective on the other pole. Please press continue when you are finished.,0,0,1,0
"Please try to go through {SAT protocol 16} now to change perspective to the other pole, and when you are finished please press Continue.",1,1,1,1
"Have a go at {SAT protocol 16} thinking from a opposite vantage point, press continue when finished.",0,0,0,0
Have a try at {SAT protocol 16} thinking from a opposite vantage point. Please press continue when you are done.,0,0,0,0
"Please try to go through {SAT protocol 16} now to gain a new vision towards another pole. When finished, press continue.",1,1,1,1
"Try to go through {SAT protocol 16} now attain a new vision to other pole. When done, press Continue.",0,0,0,0
